Participant,roi_sequence,experience
1018.0,"18,18,18,0,9,9,9,9,9,9",CSI
1018.0,"9,8,9,9,9,9,9,15,13,17",CSI
1018.0,"13,13,13,13,7,2,2,9,0,8",CSI
1018.0,"9,9,9,9,0,9,9,0,0,9",CSI
1018.0,"9,9,18,23,19,0,23,0,0,19",CSI
1018.0,"15,0,23,19,11,15,18,9,9,9",CSI
1018.0,"9,9,9,18,0,0,19,19,2,9",CSI
1018.0,"18,17,8,0,10,4,12,6,4,4",CSI
1018.0,"1,1,1,1,1,1,1,1,2,2",CSI
1018.0,"2,2,2,2,2,4,4,8,0,10",CSI
1018.0,"0,12,2,2,2,2,28,0,24,24",CSI
1018.0,"24,24,24,24,24,23,23,0,23,0",CSI
1018.0,"0,0,0,0,24,0,15,12,0,11",CSI
1018.0,"0,0,10,2,10,24,24,0,0,0",CSI
1018.0,"24,10,24,24,24,24,24,24,11,0",CSI
1018.0,"0,8,8,4,25,29,29,25,24,8",CSI
1018.0,"8,3,8,8,3,0,3,3,3,3",CSI
1018.0,"1,1,1,2,2,12,12,0,2,19",CSI
1018.0,"15,12,0,12,12,2,11,4,0,6",CSI
1018.0,"2,4,4,3,3,4,4,4,5,3",CSI
1018.0,"4,4,4,4,4,3,3,3,1,2",CSI
1018.0,"3,3,2,3,3,3,3,3,3,2",CSI
1018.0,"2,3,3,3,2,3,3,3,3,3",CSI
1018.0,"2,11,13,12,16,12,12,14,19,21",CSI
1018.0,"10,11,11,11,19,17,17,16,14,14",CSI
1018.0,"12,0,16,15,17,4,4,4,5,3",CSI
1018.0,"2,3,1,1,3,3,6,1,2,1",CSI
1018.0,"2,1,2,3,3,3,1,6,1,3",CSI
1018.0,"2,2,3,5,5,0,3,3,3,3",CSI
1018.0,"3,3,3,3,3,2,3,3,4,4",CSI
1018.0,"4,2,3,10,10,0,21,19,19,19",CSI
1018.0,"19,1,17,16,14,1,13,21,21,21",CSI
1018.0,"1,20,0,21,11,14,1,1,3,3",CSI
1018.0,"2,3,3,3,13,14,14,14,13,9",CSI
1018.0,"17,17,17,17,17,17,17,16,16,14",CSI
1018.0,"0,9,9,7,5,4,4,9,9,12",CSI
1018.0,"9,4,4,4,4,4,12,13,14,14",CSI
1018.0,"14,14,4,14,14,14,4,14,14,13",CSI
1018.0,"9,0,0,9,17,17,16,16,4,4",CSI
1018.0,"13,13,13,13,4,4,4,5,6,4",CSI
1018.0,"4,4,3,3,3,0,3,3,3,3",CSI
1018.0,"3,2,2,8,8,13,13,0,3,3",CSI
1018.0,"3,3,3,3,3,3,3,3,3,3",CSI
1018.0,"3,9,9,9,2,14,15,9,2,2",CSI
1018.0,"2,2,9,2,13,13,14,9,0,14",CSI
1018.0,"9,15,15,12,13,9,2,2,9,9",CSI
1018.0,"9,0,2,15,15,14,13,13,14,2",CSI
1018.0,"13,18,19,19,19,18,18,20,0,19",CSI
1018.0,"19,19,1,19,19,19,19,19,19,1",CSI
1018.0,"1,3,3,4,2,2,3,3,3,3",CSI
1018.0,"3,3,3,3,3,6,9,7,5,5",CSI
1018.0,"4,4,4,4,8,13,13,13,5,13",CSI
1018.0,"12,13,5,5,6,5,8,12,13,13",CSI
1018.0,"13,13,14,12,5,9,15,9,13,13",CSI
1018.0,"19,16,15,18,18,18,7,4,4,18",CSI
1018.0,"11,11,11,11,11,2,2,2,2,10",CSI
1018.0,"10,10,2,2,1,2,4,7,16,7",CSI
1019.0,"19,9,0,9,7,23,19,0,0,9",CSI
1019.0,"0,0,0,0,7,7,11,7,0,0",CSI
1019.0,"0,8,8,8,0,0,8,0,0,9",CSI
1019.0,"8,8,8,9,9,8,9,0,9,9",CSI
1019.0,"8,8,8,8,8,8,8,8,9,8",CSI
1019.0,"9,9,9,9,8,8,9,7,7,7",CSI
1019.0,"7,7,0,9,9,8,8,9,0,0",CSI
1019.0,"8,8,8,8,8,8,9,7,7,7",CSI
1019.0,"7,11,11,9,9,8,8,9,9,9",CSI
1019.0,"9,9,9,9,9,9,9,9,9,9",CSI
1019.0,"9,9,9,18,9,9,9,9,9,9",CSI
1019.0,"9,19,0,9,9,0,9,19,19,18",CSI
1019.0,"0,0,19,9,9,0,9,9,9,15",CSI
1019.0,"17,15,12,15,25,15,0,0,11,18",CSI
1019.0,"11,0,9,9,0,31,0,9,9,9",CSI
1019.0,"9,9,9,9,9,31,8,9,7,0",CSI
1019.0,"15,13,0,13,29,12,27,13,13,27",CSI
1019.0,"28,28,13,5,13,28,27,27,27,13",CSI
1019.0,"27,0,17,21,13,13,9,8,0,9",CSI
1019.0,"0,0,0,8,0,0,0,0,0,8",CSI
1019.0,"0,0,0,0,0,9,9,0,18,17",CSI
1019.0,"12,9,9,2,12,4,0,4,4,12",CSI
1019.0,"11,0,23,33,23,33,33,25,29,8",CSI
1019.0,"2,1,1,1,3,1,1,1,1,2",CSI
1019.0,"1,2,1,2,2,4,3,3,4,2",CSI
1019.0,"8,8,3,4,4,4,4,4,4,4",CSI
1019.0,"4,6,2,2,2,2,2,2,12,12",CSI
1019.0,"12,12,12,12,3,3,0,8,8,4",CSI
1019.0,"3,3,12,12,12,12,12,12,11,11",CSI
1019.0,"11,14,10,14,15,15,15,15,0,16",CSI
1019.0,"18,18,19,19,19,0,21,20,20,23",CSI
1019.0,"22,33,22,28,28,26,29,28,0,29",CSI
1019.0,"29,29,29,29,26,25,30,29,25,25",CSI
1019.0,"25,25,25,25,25,25,25,25,29,29",CSI
1019.0,"29,29,29,29,29,29,31,31,32,29",CSI
1019.0,"32,23,2,22,12,32,32,32,29,29",CSI
1019.0,"26,30,24,2,8,9,4,4,9,0",CSI
1019.0,"2,33,12,2,2,33,22,12,0,2",CSI
1019.0,"22,23,23,12,12,12,2,5,2,2",CSI
1019.0,"2,12,2,0,0,0,2,0,0,0",CSI
1019.0,"0,0,0,0,0,15,0,4,2,3",CSI
1019.0,"1,1,1,1,1,3,8,8,8,8",CSI
1019.0,"8,9,9,4,2,12,24,26,29,25",CSI
1019.0,"8,3,3,1,2,12,2,2,12,0",CSI
1019.0,"2,22,15,10,14,0,0,15,15,4",CSI
1019.0,"2,3,3,3,2,3,3,3,11,16",CSI
1019.0,"11,4,4,4,3,3,4,4,3,3",CSI
1019.0,"4,4,4,4,4,4,9,10,10,21",CSI
1019.0,"3,9,10,16,16,19,19,19,4,4",CSI
1019.0,"0,3,3,3,3,3,3,3,3,3",CSI
1019.0,"1,1,1,3,3,3,3,3,3,3",CSI
1019.0,"3,3,3,3,3,3,3,3,3,3",CSI
1019.0,"3,3,3,6,1,1,4,4,4,4",CSI
1019.0,"4,11,13,1,12,11,1,13,13,11",CSI
1019.0,"16,15,11,11,0,11,17,19,17,11",CSI
1019.0,"12,11,7,1,1,21,19,21,10,3",CSI
1019.0,"3,3,3,3,3,2,2,3,3,3",CSI
1019.0,"3,3,3,3,11,9,10,20,1,11",CSI
1019.0,"9,9,9,9,10,11,3,2,3,4",CSI
1019.0,"5,4,4,4,5,4,8,4,4,4",CSI
1019.0,"11,11,11,12,11,1,1,12,3,3",CSI
1019.0,"3,2,3,3,2,3,2,2,3,3",CSI
1019.0,"3,3,2,3,3,3,3,3,3,3",CSI
1019.0,"3,3,3,3,3,3,3,1,2,3",CSI
1019.0,"3,3,3,3,3,3,3,3,3,3",CSI
1019.0,"3,2,2,2,2,7,7,4,4,4",CSI
1019.0,"4,2,0,1,1,1,1,1,6,13",CSI
1019.0,"13,1,1,15,1,1,13,1,1,17",CSI
1019.0,"17,17,1,17,1,11,17,21,11,21",CSI
1019.0,"10,10,10,9,9,4,4,4,4,4",CSI
1019.0,"4,4,11,11,19,1,1,1,1,1",CSI
1019.0,"1,3,3,3,2,3,3,2,2,4",CSI
1019.0,"4,3,3,3,2,1,3,3,3,3",CSI
1019.0,"2,2,3,2,3,4,4,4,11,1",CSI
1019.0,"18,17,17,11,14,9,9,9,9,7",CSI
1019.0,"5,5,5,5,5,5,7,9,13,12",CSI
1019.0,"9,7,7,9,9,9,9,12,9,9",CSI
1019.0,"9,12,9,12,9,7,9,12,9,12",CSI
1019.0,"12,9,12,12,9,13,13,13,13,13",CSI
1019.0,"10,9,9,9,9,9,9,9,4,17",CSI
1019.0,"17,17,17,17,17,9,17,17,9,9",CSI
1019.0,"17,17,17,9,9,9,9,9,4,20",CSI
1019.0,"20,4,13,9,9,5,5,5,5,5",CSI
1019.0,"5,5,16,9,4,4,21,21,20,9",CSI
1019.0,"2,7,6,9,9,9,9,13,16,4",CSI
1019.0,"4,5,5,5,5,5,5,5,0,12",CSI
1019.0,"10,15,16,13,12,9,13,13,13,13",CSI
1019.0,"13,13,3,9,9,3,6,6,6,3",CSI
1019.0,"2,3,6,3,3,6,0,8,13,12",CSI
1019.0,"11,12,13,11,12,13,2,1,1,6",CSI
1019.0,"3,3,3,19,3,19,19,19,19,19",CSI
1019.0,"19,19,19,1,1,1,1,4,18,2",CSI
1019.0,"2,8,14,15,15,2,2,15,2,2",CSI
1019.0,"2,0,12,7,8,8,3,3,6,3",CSI
1019.0,"3,6,3,3,3,3,3,3,3,3",CSI
1019.0,"3,3,3,3,3,3,3,3,8,8",CSI
1019.0,"8,11,11,13,2,13,14,13,2,8",CSI
1019.0,"8,8,15,15,18,20,3,1,1,19",CSI
1019.0,"2,19,18,19,0,1,5,1,2,2",CSI
1019.0,"1,1,1,3,3,3,9,9,0,10",CSI
1019.0,"7,18,2,18,2,18,18,2,2,14",CSI
1019.0,"3,9,3,19,19,19,19,19,1,3",CSI
1019.0,"3,3,19,18,1,1,3,3,19,19",CSI
1019.0,"18,2,1,1,18,18,8,8,9,9",CSI
1019.0,"2,9,9,7,15,5,4,4,4,4",CSI
1019.0,"15,7,7,2,1,2,11,11,11,2",CSI
1019.0,"11,11,11,5,5,5,5,5,7,13",CSI
1019.0,"7,7,7,5,7,2,7,7,7,7",CSI
1019.0,"2,2,7,13,13,13,12,13,15,14",CSI
1019.0,"19,16,16,19,19,15,16,18,18,9",CSI
1019.0,"4,9,9,15,18,18,2,0,4,11",CSI
1019.0,"7,7,7,11,11,11,11,2,2,19",CSI
1019.0,"7,15,0,15,15,7,2,2,7,7",CSI
1019.0,"7,7,7,1,1,2,1,1,1,1",CSI
1019.0,"1,11,11,1,1,2,1,11,16,2",CSI
1019.0,"4,2,2,5,5,5,9,15,15,15",CSI
1020.0,"0,0,0,0,18,17,17,18,19,0",CSI
1020.0,"9,7,7,9,9,9,9,0,9,9",CSI
1020.0,"23,0,9,0,9,0,0,9,9,9",CSI
1020.0,"9,0,0,0,0,7,2,7,13,0",CSI
1020.0,"0,17,17,17,0,0,8,9,9,9",CSI
1020.0,"0,0,9,0,0,0,0,0,8,0",CSI
1020.0,"8,0,0,9,9,9,19,9,0,19",CSI
1020.0,"0,18,23,0,0,9,9,0,9,9",CSI
1020.0,"19,19,9,9,9,9,8,9,9,9",CSI
1020.0,"9,9,8,8,8,9,9,0,17,18",CSI
1020.0,"19,7,7,7,9,9,9,0,7,7",CSI
1020.0,"0,7,2,7,2,7,7,9,7,8",CSI
1020.0,"8,8,1,9,0,0,9,9,9,9",CSI
1020.0,"0,8,8,9,8,8,8,8,9,9",CSI
1020.0,"9,0,9,8,9,9,9,9,9,9",CSI
1020.0,"9,8,9,9,29,12,13,7,7,2",CSI
1020.0,"2,1,0,0,0,9,0,9,8,9",CSI
1020.0,"9,26,9,9,9,9,9,9,8,9",CSI
1020.0,"9,9,29,9,9,8,9,2,2,14",CSI
1020.0,"10,0,14,11,12,12,12,12,20,11",CSI
1020.0,"11,10,14,12,20,20,20,12,13,21",CSI
1020.0,"21,0,0,0,0,19,19,0,19,15",CSI
1020.0,"18,18,18,16,16,15,14,11,14,15",CSI
1020.0,"14,15,16,14,15,15,0,11,0,2",CSI
1020.0,"23,23,33,0,0,12,23,33,33,23",CSI
1020.0,"24,23,23,23,23,24,24,23,23,28",CSI
1020.0,"24,31,0,2,2,2,2,2,6,2",CSI
1020.0,"4,8,9,4,4,4,4,6,2,5",CSI
1020.0,"2,4,4,4,4,4,4,4,4,4",CSI
1020.0,"8,4,3,4,4,6,0,12,12,12",CSI
1020.0,"12,0,23,1,1,1,1,3,2,2",CSI
1020.0,"1,1,1,1,1,1,9,8,17,30",CSI
1020.0,"26,9,9,25,25,25,25,25,25,25",CSI
1020.0,"8,8,25,25,25,24,17,17,9,9",CSI
1020.0,"8,4,4,23,23,12,12,28,24,24",CSI
1020.0,"31,32,29,26,26,26,10,18,0,0",CSI
1020.0,"0,20,0,0,24,28,24,8,2,2",CSI
1020.0,"1,1,2,1,1,1,1,1,2,2",CSI
1020.0,"1,1,1,1,1,1,1,1,1,2",CSI
1020.0,"3,3,3,3,3,3,3,3,3,3",CSI
1020.0,"3,3,3,16,14,16,19,17,16,15",CSI
1020.0,"5,15,3,15,19,21,9,10,4,4",CSI
1020.0,"4,2,3,3,3,3,3,1,1,11",CSI
1020.0,"14,3,3,4,4,3,15,15,17,1",CSI
1020.0,"19,17,19,19,11,16,4,4,4,10",CSI
1020.0,"21,21,9,3,3,4,4,4,3,3",CSI
1020.0,"4,4,11,12,11,16,16,15,12,12",CSI
1020.0,"11,15,15,16,17,17,15,15,1,16",CSI
1020.0,"15,15,16,14,12,12,13,3,3,3",CSI
1020.0,"3,3,3,3,3,3,3,3,3,3",CSI
1020.0,"2,5,5,3,3,3,2,3,3,3",CSI
1020.0,"3,3,3,3,2,1,2,3,2,3",CSI
1020.0,"10,9,21,21,21,10,21,21,9,9",CSI
1020.0,"10,4,11,11,4,18,11,1,11,13",CSI
1020.0,"5,2,3,3,4,2,3,3,3,3",CSI
1020.0,"2,3,4,4,3,3,3,3,6,3",CSI
1020.0,"3,14,13,13,13,9,16,17,5,5",CSI
1020.0,"5,5,8,7,9,13,14,13,13,15",CSI
1020.0,"15,9,7,15,9,7,7,7,5,8",CSI
1020.0,"13,13,13,12,12,4,12,12,12,11",CSI
1020.0,"16,9,8,9,5,12,12,12,5,5",CSI
1020.0,"8,5,5,5,2,2,9,15,17,16",CSI
1020.0,"16,17,17,17,17,17,17,17,17,17",CSI
1020.0,"17,17,17,5,5,5,5,5,8,8",CSI
1020.0,"5,5,6,11,9,0,15,15,9,10",CSI
1020.0,"10,13,10,10,9,16,0,10,7,10",CSI
1020.0,"10,10,10,10,0,9,9,10,9,17",CSI
1020.0,"16,9,9,9,0,17,9,16,12,12",CSI
1020.0,"5,8,2,1,3,3,6,6,6,6",CSI
1020.0,"6,6,3,6,6,6,9,9,9,15",CSI
1020.0,"9,3,3,17,3,6,1,1,13,8",CSI
1020.0,"15,15,8,9,13,8,13,11,14,13",CSI
1020.0,"13,0,19,19,19,19,1,6,3,3",CSI
1020.0,"6,6,6,3,3,3,3,6,6,3",CSI
1020.0,"6,6,3,3,3,6,6,3,6,3",CSI
1020.0,"3,19,19,15,15,18,19,19,2,1",CSI
1020.0,"1,8,8,15,9,13,3,19,15,13",CSI
1020.0,"11,14,8,9,8,14,11,8,14,11",CSI
1020.0,"8,15,9,9,15,15,9,0,9,9",CSI
1020.0,"9,3,6,3,6,6,6,6,6,6",CSI
1020.0,"6,3,3,6,3,3,3,3,3,3",CSI
1020.0,"3,3,6,3,0,6,3,3,3,3",CSI
1020.0,"0,3,3,3,3,3,3,3,3,3",CSI
1020.0,"6,6,6,3,3,3,2,9,1,1",CSI
1020.0,"1,1,19,0,19,19,19,19,19,18",CSI
1020.0,"2,2,15,13,11,1,2,1,2,2",CSI
1020.0,"2,1,8,11,2,2,8,8,8,0",CSI
1020.0,"9,9,9,9,9,9,3,6,3,3",CSI
1020.0,"3,3,9,9,2,13,7,8,4,4",CSI
1020.0,"8,8,13,13,12,8,8,8,8,8",CSI
1020.0,"5,8,8,15,9,16,19,15,9,6",CSI
1020.0,"5,4,4,2,10,13,13,13,6,5",CSI
1020.0,"9,5,5,8,2,2,7,7,7,15",CSI
1020.0,"4,5,2,10,4,4,5,0,5,6",CSI
1020.0,"5,9,15,16,19,15,9,5,6,5",CSI
1020.0,"5,5,7,13,14,13,13,14,13,18",CSI
1020.0,"17,15,9,9,16,15,19,15,16,15",CSI
1020.0,"19,18,16,4,18,18,4,18,13,11",CSI
1020.0,"11,11,11,2,1,11,11,11,2,13",CSI
1020.0,"2,2,5,7,2,16,15,19,13,7",CSI
1020.0,"8,5,5,5,4,4,2,2,2,0",CSI
1020.0,"15,15,5,1,1,2,2,7,11,11",CSI
1020.0,"11,11,11,14,15,2,2,7,2,5",CSI
9001.0,"0,12,17,9,0,9,0,0,0,9",Control
9001.0,"23,23,0,9,9,18,0,0,0,9",Control
9001.0,"9,9,31,18,0,17,0,19,17,9",Control
9001.0,"9,9,9,9,9,9,8,9,9,9",Control
9001.0,"9,9,0,7,0,11,9,2,15,17",Control
9001.0,"0,17,18,0,18,0,9,9,0,9",Control
9001.0,"9,8,8,9,8,8,9,9,9,9",Control
9001.0,"0,9,8,0,9,9,9,9,9,8",Control
9001.0,"8,9,8,9,9,9,9,19,19,0",Control
9001.0,"18,18,0,9,9,9,0,9,9,18",Control
9001.0,"18,0,0,8,8,9,0,0,0,9",Control
9001.0,"9,0,8,9,8,9,9,0,9,9",Control
9001.0,"0,8,9,8,2,8,8,22,20,18",Control
9001.0,"17,17,0,0,24,28,8,2,4,4",Control
9001.0,"4,0,2,2,4,6,4,2,12,0",Control
9001.0,"0,10,10,0,10,0,10,0,21,23",Control
9001.0,"0,10,10,10,23,23,23,21,23,0",Control
9001.0,"11,2,2,2,2,2,4,4,2,2",Control
9001.0,"2,4,4,4,4,2,9,8,8,8",Control
9001.0,"4,3,3,3,1,1,1,1,3,3",Control
9001.0,"3,1,1,1,2,2,2,2,2,12",Control
9001.0,"12,12,12,20,20,21,0,21,19,16",Control
9001.0,"0,15,0,11,0,0,0,10,0,0",Control
9001.0,"11,14,10,0,0,0,0,16,12,12",Control
9001.0,"12,0,12,12,12,20,23,0,22,2",Control
9001.0,"23,0,0,0,0,0,4,2,2,3",Control
9001.0,"3,3,3,3,3,3,3,3,3,3",Control
9001.0,"3,3,0,1,3,3,3,3,3,3",Control
9001.0,"3,3,3,3,3,2,4,4,4,5",Control
9001.0,"16,15,15,1,1,0,11,9,10,4",Control
9001.0,"3,4,6,1,1,6,6,1,1,1",Control
9001.0,"15,1,1,1,0,3,3,2,2,4",Control
9001.0,"4,4,4,4,4,4,4,4,4,3",Control
9001.0,"5,2,3,3,3,3,3,3,3,4",Control
9001.0,"9,21,21,4,4,11,11,11,11,11",Control
9001.0,"11,15,11,11,16,1,1,1,1,1",Control
9001.0,"1,1,3,3,3,2,3,2,2,2",Control
9001.0,"11,11,11,18,1,1,1,9,14,13",Control
9001.0,"5,5,13,14,13,13,14,14,14,13",Control
9001.0,"10,7,7,13,13,13,13,14,13,13",Control
9001.0,"13,13,14,14,14,7,7,7,8,5",Control
9001.0,"8,10,15,15,9,15,15,17,17,16",Control
9001.0,"17,17,17,17,9,14,12,12,5,7",Control
9001.0,"9,9,8,8,9,8,5,5,9,13",Control
9001.0,"13,14,12,11,12,12,4,16,17,17",Control
9001.0,"20,17,15,9,9,10,9,9,9,15",Control
9001.0,"13,9,14,4,3,13,1,9,14,8",Control
9001.0,"1,19,19,15,0,8,13,3,17,2",Control
9001.0,"2,11,8,8,1,1,2,1,1,1",Control
9001.0,"1,2,2,2,3,3,3,9,13,2",Control
9001.0,"2,14,13,10,2,2,14,13,13,13",Control
9001.0,"13,2,2,1,1,1,18,2,20,19",Control
9001.0,"18,18,18,3,3,9,9,2,13,2",Control
9001.0,"13,2,2,1,2,2,2,2,2,2",Control
9001.0,"3,3,15,15,12,13,13,13,14,12",Control
9001.0,"10,0,9,3,3,3,9,0,13,15",Control
9001.0,"2,13,12,13,13,13,12,7,13,12",Control
9001.0,"7,12,13,13,12,2,13,13,13,15",Control
9001.0,"15,19,9,15,15,9,5,7,4,2",Control
9001.0,"4,11,11,11,11,11,2,11,1,1",Control
9001.0,"1,1,7,7,7,13,7,9,13,0",Control
9001.0,"18,19,19,16,15,15,15,5,5,5",Control
9002.0,"19,0,9,9,0,0,0,0,0,0",Control
9002.0,"0,0,0,0,9,8,0,0,9,9",Control
9002.0,"7,7,7,19,19,9,8,8,8,9",Control
9002.0,"9,9,9,9,9,15,9,9,19,9",Control
9002.0,"0,17,17,17,17,17,15,15,13,13",Control
9002.0,"13,13,13,31,9,9,9,33,0,0",Control
9002.0,"0,8,0,0,0,0,0,0,0,0",Control
9002.0,"0,0,0,0,0,8,0,9,8,8",Control
9002.0,"8,9,9,9,8,8,8,9,9,9",Control
9002.0,"9,9,9,8,8,8,15,15,15,15",Control
9002.0,"7,7,11,11,7,7,11,7,5,17",Control
9002.0,"12,19,18,18,17,17,18,0,9,8",Control
9002.0,"8,8,8,9,9,9,9,9,9,13",Control
9002.0,"13,13,0,13,13,28,28,28,8,2",Control
9002.0,"0,4,2,4,2,2,2,4,4,4",Control
9002.0,"4,3,3,3,3,1,1,1,1,2",Control
9002.0,"2,2,12,12,12,12,15,20,15,15",Control
9002.0,"19,24,24,28,30,29,26,24,2,2",Control
9002.0,"25,26,29,26,29,4,4,10,2,2",Control
9002.0,"22,22,33,2,4,4,4,4,2,5",Control
9002.0,"2,1,1,1,1,3,8,8,24,26",Control
9002.0,"26,29,30,25,25,24,24,25,8,0",Control
9002.0,"4,0,2,33,33,0,12,12,12,20",Control
9002.0,"15,0,15,15,14,15,0,15,19,15",Control
9002.0,"11,11,12,11,10,12,11,10,0,21",Control
9002.0,"20,20,12,12,2,4,4,4,4,4",Control
9002.0,"4,5,2,3,3,3,3,3,3,3",Control
9002.0,"3,3,1,3,3,3,3,3,3,3",Control
9002.0,"1,1,14,15,14,12,16,15,17,9",Control
9002.0,"9,10,4,4,4,4,4,4,4,5",Control
9002.0,"4,4,4,4,4,3,3,3,3,3",Control
9002.0,"3,3,3,3,3,3,3,3,3,3",Control
9002.0,"3,3,3,3,3,3,3,3,3,3",Control
9002.0,"3,3,3,3,3,3,3,4,4,5",Control
9002.0,"4,11,16,0,16,16,16,16,15,14",Control
9002.0,"13,11,12,12,11,19,11,11,11,19",Control
9002.0,"11,19,19,10,19,10,10,10,9,9",Control
9002.0,"10,10,10,21,21,10,10,10,10,10",Control
9002.0,"9,9,10,4,4,4,4,4,11,5",Control
9002.0,"5,11,15,15,13,9,10,9,8,8",Control
9002.0,"8,8,8,5,7,7,9,7,5,5",Control
9002.0,"12,12,12,12,12,14,14,13,13,16",Control
9002.0,"16,16,17,20,4,20,9,9,10,10",Control
9002.0,"10,7,7,5,2,7,10,10,15,7",Control
9002.0,"7,7,15,15,15,13,13,14,14,13",Control
9002.0,"13,11,14,13,13,13,14,14,12,12",Control
9002.0,"12,12,12,12,12,11,11,11,11,8",Control
9002.0,"5,8,8,8,5,5,0,6,16,16",Control
9002.0,"17,17,9,16,20,19,21,21,20,9",Control
9002.0,"0,0,4,4,9,15,9,15,10,10",Control
9002.0,"10,13,13,3,3,3,17,3,13,2",Control
9002.0,"5,1,1,10,8,8,8,11,13,13",Control
9002.0,"13,2,18,2,19,19,19,19,3,6",Control
9002.0,"3,6,3,6,6,3,3,6,6,3",Control
9002.0,"3,3,3,3,0,8,9,9,3,15",Control
9002.0,"0,9,9,8,8,8,8,15,8,15",Control
9002.0,"13,13,12,13,12,2,13,12,13,14",Control
9002.0,"12,2,14,10,14,12,18,18,2,19",Control
9002.0,"19,19,18,3,3,6,3,3,3,3",Control
9002.0,"3,3,1,5,5,1,3,3,3,3",Control
9002.0,"3,3,3,3,19,19,19,19,19,9",Control
9002.0,"9,3,3,3,3,3,3,13,13,5",Control
9002.0,"5,7,7,8,8,7,2,7,10,10",Control
9002.0,"7,4,4,4,4,5,5,18,0,19",Control
9002.0,"19,16,16,19,15,13,13,5,13,0",Control
9002.0,"15,13,7,7,6,13,12,12,5,5",Control
9002.0,"8,6,5,13,14,13,6,5,9,15",Control
9002.0,"15,9,15,15,15,15,15,13,13,13",Control
9002.0,"13,2,7,16,7,11,11,11,11,11",Control
9002.0,"11,11,3,1,2,2,1,2,2,0",Control
9003.0,"0,9,19,9,8,0,0,0,0,0",Control
9003.0,"0,9,9,0,0,0,0,0,0,0",Control
9003.0,"9,9,9,9,31,0,9,9,7,17",Control
9003.0,"12,0,21,13,13,15,15,0,19,9",Control
9003.0,"8,8,8,8,8,8,8,8,9,9",Control
9003.0,"9,9,9,9,19,9,9,0,9,9",Control
9003.0,"9,11,7,7,7,2,7,7,5,5",Control
9003.0,"17,17,21,17,0,0,9,9,9,9",Control
9003.0,"9,9,9,9,9,9,8,8,0,0",Control
9003.0,"0,0,0,8,8,8,8,8,8,8",Control
9003.0,"8,8,8,8,8,9,9,9,9,9",Control
9003.0,"9,9,9,9,9,0,0,0,0,0",Control
9003.0,"0,0,9,0,0,0,0,0,9,9",Control
9003.0,"9,0,9,9,9,9,9,17,17,12",Control
9003.0,"13,11,7,19,9,9,19,0,17,17",Control
9003.0,"8,8,8,8,8,8,8,9,9,8",Control
9003.0,"9,9,8,8,8,8,8,8,8,9",Control
9003.0,"7,7,12,5,5,12,13,13,0,2",Control
9003.0,"2,0,2,2,9,9,9,9,8,8",Control
9003.0,"8,8,8,9,9,9,9,9,9,8",Control
9003.0,"8,8,8,30,17,17,17,28,17,17",Control
9003.0,"17,15,15,15,9,9,9,9,9,2",Control
9003.0,"2,10,12,15,0,19,0,13,13,19",Control
9003.0,"19,23,22,33,22,23,0,19,0,14",Control
9003.0,"5,2,6,2,2,4,4,2,2,2",Control
9003.0,"4,4,2,2,2,2,12,2,12,12",Control
9003.0,"2,2,10,14,12,12,12,12,0,15",Control
9003.0,"12,12,12,12,0,0,20,19,0,0",Control
9003.0,"0,15,15,15,15,19,19,2,2,2",Control
9003.0,"2,2,4,4,4,8,26,32,29,25",Control
9003.0,"25,25,25,8,0,3,1,1,1,2",Control
9003.0,"2,6,2,2,4,2,2,2,12,12",Control
9003.0,"12,12,22,22,22,21,20,20,21,21",Control
9003.0,"24,19,18,0,15,15,15,15,0,10",Control
9003.0,"10,10,10,0,19,19,16,15,15,15",Control
9003.0,"2,2,0,23,24,23,23,24,23,23",Control
9003.0,"23,23,2,12,12,4,2,3,3,3",Control
9003.0,"3,3,3,4,4,4,4,4,8,16",Control
9003.0,"14,15,14,4,8,4,0,4,4,1",Control
9003.0,"1,11,12,11,11,11,14,11,14,0",Control
9003.0,"14,14,15,19,19,19,21,9,9,4",Control
9003.0,"3,3,3,3,3,2,3,3,3,3",Control
9003.0,"2,2,2,3,2,2,3,3,3,3",Control
9003.0,"3,3,2,3,3,3,3,3,2,3",Control
9003.0,"3,3,2,7,14,0,11,16,11,11",Control
9003.0,"15,19,19,19,19,17,15,4,4,4",Control
9003.0,"4,4,4,9,9,9,9,21,10,10",Control
9003.0,"21,3,2,2,1,1,1,1,1,16",Control
9003.0,"15,17,17,17,3,3,3,3,3,2",Control
9003.0,"2,2,4,8,4,3,4,4,11,11",Control
9003.0,"14,19,19,3,15,13,9,10,11,11",Control
9003.0,"12,9,16,15,15,7,7,5,5,5",Control
9003.0,"5,5,7,7,15,15,13,14,14,13",Control
9003.0,"10,10,11,12,12,6,8,8,16,17",Control
9003.0,"17,17,17,17,17,5,5,5,5,5",Control
9003.0,"5,12,12,12,12,12,13,14,14,14",Control
9003.0,"16,15,10,15,3,3,3,3,20,19",Control
9003.0,"21,21,9,0,5,5,7,8,9,9",Control
9003.0,"9,17,17,16,14,13,12,3,2,9",Control
9003.0,"17,8,15,9,8,15,8,1,1,5",Control
9003.0,"2,2,11,14,13,11,7,8,13,14",Control
9003.0,"16,8,9,3,9,9,6,6,3,3",Control
9003.0,"3,0,6,6,6,6,6,3,3,3",Control
9003.0,"3,0,3,3,3,19,19,19,19,8",Control
