Participant,evidence_sequence,experience
32.0,"yes,no,yes,yes,yes,yes,yes,yes,no,no",Control
32.0,"yes,no,no,yes,no,no,no,no,no,no",Control
32.0,"no,no,no,no,no,no,no,no,no,no",Control
32.0,"no,no,no,no,no,no,no,no,no,no",Control
32.0,"no,no,no,no,no,no,no,no,no,no",Control
32.0,"no,no,no,no,no,no,no,no,yes,yes",Control
32.0,"yes,no,no,yes,yes,no,yes,yes,yes,yes",Control
32.0,"yes,no,no,no,no,yes,yes,yes,yes,yes",Control
32.0,"yes,no,yes,no,no,no,no,no,no,no",Control
32.0,"no,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
32.0,"yes,no,no,no,yes,yes,yes,yes,yes,no",Control
32.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
32.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
32.0,"no,yes,yes,yes,no,no,no,yes,yes,no",Control
32.0,"no,no,yes,yes,yes,yes,yes,yes,yes,no",Control
32.0,"yes,yes,no,yes,yes,no,yes,yes,yes,yes",Control
32.0,"yes,yes,yes,yes,yes,yes,yes,no,yes,yes",Control
32.0,"no,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
32.0,"yes,no,no,yes,yes,yes,yes,yes,yes,yes",Control
32.0,"yes,yes,yes,yes,yes,yes,no,yes,no,yes",Control
32.0,"no,no,no,yes,no,no,no,no,yes,yes",Control
32.0,"yes,no,no,yes,yes,yes,yes,yes,yes,yes",Control
32.0,"yes,no,yes,yes,yes,yes,yes,yes,yes,no",Control
32.0,"no,no,no,no,no,no,no,no,no,yes",Control
32.0,"yes,yes,yes,yes,yes,yes,no,no,no,no",Control
32.0,"no,no,no,no,no,no,no,no,no,no",Control
32.0,"no,no,no,no,no,no,no,no,no,no",Control
32.0,"no,no,no,no,no,no,no,no,no,no",Control
32.0,"yes,no,no,no,no,yes,yes,no,no,yes",Control
32.0,"no,no,no,no,no,no,no,no,no,no",Control
32.0,"no,no,no,no,no,no,no,no,no,no",Control
32.0,"yes,yes,no,no,no,no,no,yes,no,yes",Control
32.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
32.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
32.0,"yes,yes,yes,yes,yes,yes,yes,no,no,no",Control
32.0,"yes,yes,no,no,no,no,no,no,no,no",Control
32.0,"no,no,yes,yes,yes,no,no,no,no,no",Control
32.0,"no,no,no,no,no,no,no,no,no,no",Control
32.0,"no,yes,no,yes,yes,yes,yes,yes,yes,yes",Control
32.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",Control
32.0,"yes,yes,yes,yes,no,yes,no,no,no,no",Control
32.0,"yes,yes,no,no,yes,yes,yes,yes,yes,yes",Control
33.0,"no,no,yes,no,yes,yes,yes,yes,no,no",ThirdYear
33.0,"no,yes,no,yes,yes,no,no,no,yes,no",ThirdYear
33.0,"yes,no,no,no,no,no,no,no,no,no",ThirdYear
33.0,"no,no,no,no,no,no,no,no,no,no",ThirdYear
33.0,"no,no,no,no,no,no,no,no,no,no",ThirdYear
33.0,"yes,yes,yes,yes,yes,no,no,no,yes,no",ThirdYear
33.0,"no,no,no,no,no,no,no,no,no,no",ThirdYear
33.0,"no,no,no,yes,yes,no,no,no,no,no",ThirdYear
33.0,"no,no,no,no,no,no,no,no,no,no",ThirdYear
33.0,"no,yes,yes,no,yes,yes,yes,no,no,yes",ThirdYear
33.0,"yes,yes,yes,no,no,no,no,yes,yes,no",ThirdYear
33.0,"yes,yes,no,yes,yes,no,yes,no,yes,yes",ThirdYear
33.0,"no,yes,yes,no,no,no,no,no,yes,yes",ThirdYear
33.0,"no,yes,yes,yes,yes,yes,yes,no,no,no",ThirdYear
33.0,"no,yes,yes,no,no,no,no,no,no,no",ThirdYear
33.0,"no,no,no,no,yes,yes,yes,no,no,no",ThirdYear
33.0,"no,no,yes,yes,yes,no,yes,yes,yes,no",ThirdYear
33.0,"no,no,no,no,no,no,no,no,no,no",ThirdYear
33.0,"no,no,no,no,no,no,no,no,no,no",ThirdYear
33.0,"no,no,no,no,no,no,no,no,no,no",ThirdYear
33.0,"no,no,no,no,no,no,no,no,no,no",ThirdYear
33.0,"no,no,no,yes,yes,no,yes,no,no,no",ThirdYear
33.0,"no,no,no,no,yes,yes,no,no,no,no",ThirdYear
33.0,"no,no,no,no,no,no,no,no,no,no",ThirdYear
33.0,"no,no,no,no,no,no,no,no,no,no",ThirdYear
33.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,no",ThirdYear
33.0,"no,yes,no,no,yes,yes,yes,yes,yes,yes",ThirdYear
33.0,"yes,yes,yes,yes,no,yes,yes,yes,yes,yes",ThirdYear
33.0,"no,yes,yes,yes,yes,yes,yes,yes,no,no",ThirdYear
33.0,"no,no,no,yes,yes,yes,yes,yes,yes,yes",ThirdYear
33.0,"no,no,no,yes,no,yes,yes,yes,yes,yes",ThirdYear
33.0,"yes,yes,yes,yes,no,no,yes,yes,yes,yes",ThirdYear
33.0,"yes,yes,yes,yes,yes,no,yes,no,no,yes",ThirdYear
33.0,"no,yes,yes,no,yes,yes,yes,yes,yes,no",ThirdYear
33.0,"yes,no,no,no,no,no,no,no,no,no",ThirdYear
33.0,"no,no,no,no,no,no,no,no,no,no",ThirdYear
33.0,"no,no,no,no,no,no,no,no,no,no",ThirdYear
33.0,"yes,no,no,no,no,no,no,yes,yes,no",ThirdYear
33.0,"no,yes,yes,yes,yes,no,yes,no,no,yes",ThirdYear
33.0,"no,no,no,yes,yes,yes,no,yes,yes,yes",ThirdYear
33.0,"no,yes,yes,yes,yes,yes,yes,yes,yes,no",ThirdYear
33.0,"no,no,no,no,no,no,no,no,no,no",ThirdYear
33.0,"yes,yes,yes,yes,yes,yes,no,no,no,no",ThirdYear
33.0,"no,no,no,no,no,yes,no,no,no,yes",ThirdYear
33.0,"yes,yes,yes,yes,yes,yes,yes,yes,no,yes",ThirdYear
33.0,"yes,yes,yes,yes,yes,yes,no,no,no,no",ThirdYear
1010.0,"no,no,yes,no,no,no,no,no,no,no",CSI
1010.0,"yes,no,no,no,yes,no,no,no,no,no",CSI
1010.0,"no,no,no,no,no,no,yes,no,yes,no",CSI
1010.0,"no,no,yes,yes,no,no,no,no,no,no",CSI
1010.0,"no,no,no,no,no,yes,no,yes,yes,yes",CSI
1010.0,"yes,yes,no,no,no,no,no,no,no,no",CSI
1010.0,"no,no,no,no,no,no,no,no,no,no",CSI
1010.0,"no,no,no,no,yes,yes,no,no,no,no",CSI
1010.0,"no,no,no,no,no,no,no,no,no,no",CSI
1010.0,"no,no,no,no,no,no,no,yes,no,no",CSI
1010.0,"no,no,no,no,no,no,no,no,no,no",CSI
1010.0,"no,no,no,no,no,no,no,no,no,no",CSI
1010.0,"no,no,no,no,no,yes,yes,yes,yes,no",CSI
1010.0,"no,no,no,yes,yes,yes,no,no,yes,no",CSI
1010.0,"no,yes,no,no,no,yes,no,no,no,yes",CSI
1010.0,"no,yes,no,no,yes,no,no,no,no,yes",CSI
1010.0,"no,no,yes,no,no,no,no,no,no,no",CSI
1010.0,"no,yes,yes,yes,yes,yes,no,no,no,no",CSI
1010.0,"no,yes,yes,yes,yes,no,yes,yes,no,no",CSI
1010.0,"yes,no,no,yes,no,no,no,no,no,no",CSI
1010.0,"yes,no,yes,no,no,yes,yes,no,no,yes",CSI
1010.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1010.0,"yes,yes,no,yes,yes,no,yes,yes,yes,yes",CSI
1010.0,"yes,yes,yes,no,no,yes,no,no,no,no",CSI
1010.0,"no,no,no,no,no,no,no,yes,yes,no",CSI
1010.0,"no,no,no,no,no,no,no,no,no,no",CSI
1010.0,"no,no,no,no,no,no,yes,no,no,no",CSI
1010.0,"no,yes,yes,yes,no,yes,yes,yes,yes,no",CSI
1010.0,"no,no,no,no,no,no,no,no,no,no",CSI
1010.0,"no,no,no,no,no,no,no,no,no,no",CSI
1010.0,"no,no,yes,no,no,no,no,no,no,no",CSI
1010.0,"no,no,no,no,no,no,yes,no,no,no",CSI
1010.0,"no,no,no,no,no,yes,no,no,no,no",CSI
1010.0,"no,no,yes,yes,yes,yes,yes,yes,yes,no",CSI
1010.0,"no,yes,yes,no,no,yes,no,no,no,no",CSI
1010.0,"no,no,no,no,no,no,no,no,no,no",CSI
1010.0,"no,no,no,no,no,no,no,no,no,no",CSI
1010.0,"no,no,no,no,no,no,no,no,no,no",CSI
1010.0,"no,no,no,no,no,no,no,no,no,no",CSI
1010.0,"no,no,no,no,no,no,no,no,no,no",CSI
1010.0,"no,no,yes,no,no,no,no,no,no,no",CSI
1010.0,"no,no,no,yes,yes,yes,yes,yes,yes,no",CSI
1010.0,"no,no,no,no,no,no,no,no,no,no",CSI
1010.0,"no,no,no,no,no,no,no,no,no,no",CSI
1010.0,"no,no,no,no,no,no,no,no,no,no",CSI
1010.0,"no,yes,no,no,yes,yes,yes,yes,no,no",CSI
1010.0,"yes,yes,no,yes,no,yes,yes,no,no,no",CSI
1010.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1010.0,"yes,yes,yes,yes,no,yes,yes,yes,yes,yes",CSI
1010.0,"yes,yes,no,no,no,no,no,yes,no,yes",CSI
1010.0,"yes,yes,yes,no,no,no,yes,yes,yes,yes",CSI
1010.0,"yes,yes,yes,no,no,yes,no,no,no,yes",CSI
1010.0,"yes,yes,yes,yes,yes,no,no,yes,yes,yes",CSI
1010.0,"no,no,no,no,no,no,yes,no,no,no",CSI
1010.0,"no,no,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1010.0,"yes,yes,no,no,yes,no,no,yes,yes,yes",CSI
1010.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1010.0,"yes,yes,yes,yes,no,yes,no,no,no,no",CSI
1010.0,"no,yes,no,no,no,yes,yes,no,yes,yes",CSI
1010.0,"no,no,no,yes,yes,no,no,no,no,yes",CSI
1010.0,"yes,yes,yes,yes,yes,no,no,no,yes,no",CSI
1010.0,"yes,yes,no,no,no,yes,no,no,no,no",CSI
1010.0,"no,no,no,no,no,yes,yes,no,yes,yes",CSI
1010.0,"no,no,no,no,yes,no,no,no,no,no",CSI
1010.0,"no,no,no,yes,no,yes,no,no,yes,no",CSI
1010.0,"no,no,yes,no,no,yes,yes,yes,yes,yes",CSI
1010.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1010.0,"no,yes,no,no,yes,yes,yes,yes,no,no",CSI
1010.0,"no,no,no,no,no,no,no,no,no,no",CSI
1010.0,"no,no,no,no,no,no,no,no,no,no",CSI
1010.0,"no,no,no,no,no,no,no,no,no,no",CSI
1010.0,"no,no,no,no,yes,yes,no,no,no,no",CSI
1010.0,"no,yes,yes,no,yes,yes,yes,yes,yes,yes",CSI
1010.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1010.0,"yes,yes,yes,no,no,no,yes,yes,yes,yes",CSI
1010.0,"yes,yes,yes,yes,yes,no,no,no,no,no",CSI
1010.0,"no,no,no,no,no,no,no,no,no,no",CSI
1010.0,"no,no,no,no,yes,no,no,no,no,yes",CSI
1010.0,"yes,no,no,yes,yes,yes,yes,no,yes,yes",CSI
1010.0,"yes,no,yes,yes,no,yes,yes,yes,yes,yes",CSI
1011.0,"no,no,no,no,no,yes,yes,no,no,no",CSI
1011.0,"no,yes,no,no,yes,no,no,no,no,yes",CSI
1011.0,"yes,yes,yes,yes,no,no,no,no,no,no",CSI
1011.0,"no,no,no,yes,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,yes,no,no,no,no",CSI
1011.0,"yes,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,yes,yes,yes,yes,yes",CSI
1011.0,"yes,no,no,yes,yes,no,no,yes,no,no",CSI
1011.0,"no,no,no,yes,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,yes,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,yes,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,yes,no,no,yes,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,yes,no,no,no,no,yes,yes",CSI
1011.0,"yes,yes,yes,yes,yes,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,yes,yes,yes,yes,yes",CSI
1011.0,"yes,yes,yes,no,yes,yes,no,yes,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,yes,no,no,no,no,no",CSI
1011.0,"no,no,no,no,yes,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,yes,no,no,no,no,yes,yes,no",CSI
1011.0,"no,no,no,no,no,no,no,yes,yes,no",CSI
1011.0,"no,no,no,yes,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,yes",CSI
1011.0,"no,yes,yes,no,no,yes,yes,yes,yes,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,yes,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,yes,yes,yes",CSI
1011.0,"yes,yes,yes,no,no,no,no,yes,yes,no",CSI
1011.0,"no,no,no,no,no,yes,no,no,no,no",CSI
1011.0,"no,no,no,no,yes,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,yes,yes,no,no,no",CSI
1011.0,"yes,no,no,no,no,no,no,yes,no,no",CSI
1011.0,"no,no,no,no,yes,yes,no,yes,yes,no",CSI
1011.0,"yes,yes,no,yes,yes,yes,no,no,no,no",CSI
1011.0,"no,no,no,no,no,yes,no,no,no,no",CSI
1011.0,"yes,yes,no,yes,yes,yes,yes,yes,yes,yes",CSI
1011.0,"yes,yes,yes,yes,yes,yes,no,no,no,no",CSI
1011.0,"yes,yes,yes,no,no,no,no,no,no,no",CSI
1011.0,"no,no,yes,no,no,no,no,yes,no,no",CSI
1011.0,"no,yes,no,no,no,no,yes,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,yes",CSI
1011.0,"yes,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,yes,no,no",CSI
1011.0,"no,yes,yes,yes,yes,yes,no,no,yes,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,yes",CSI
1011.0,"yes,yes,yes,yes,yes,no,no,no,yes,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,yes,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,yes,yes,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,yes,no,yes,yes,yes,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,yes,yes,no,yes",CSI
1011.0,"no,yes,yes,yes,yes,no,yes,yes,no,no",CSI
1011.0,"no,no,no,no,yes,yes,no,no,no,yes",CSI
1011.0,"yes,no,no,yes,yes,yes,yes,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,yes,no,yes,no,no,no,no,no",CSI
1011.0,"no,no,no,no,yes,yes,yes,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1011.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1011.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1011.0,"yes,yes,yes,yes,yes,yes,no,no,no,yes",CSI
1011.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1011.0,"yes,yes,no,no,yes,yes,yes,yes,yes,no",CSI
1011.0,"no,yes,yes,yes,yes,yes,no,no,no,no",CSI
1011.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1011.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1011.0,"no,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1011.0,"yes,yes,yes,yes,yes,no,no,yes,yes,yes",CSI
1011.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1011.0,"yes,yes,yes,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,yes,no",CSI
1011.0,"no,no,yes,yes,yes,no,no,no,yes,yes",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,yes,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"yes,yes,no,yes,yes,yes,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,yes,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"yes,no,no,no,no,no,no,yes,no,yes",CSI
1011.0,"no,no,yes,yes,no,yes,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"yes,no,yes,yes,yes,yes,yes,no,no,no",CSI
1011.0,"no,yes,yes,yes,yes,no,no,yes,yes,yes",CSI
1011.0,"yes,yes,yes,yes,yes,yes,yes,yes,no,no",CSI
1011.0,"yes,no,yes,yes,yes,no,no,yes,no,yes",CSI
1011.0,"yes,no,no,yes,yes,yes,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,yes,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,yes,no,no,no,no,no,no,yes,no",CSI
1011.0,"no,yes,no,no,yes,no,no,no,no,no",CSI
1011.0,"no,no,no,no,no,no,no,no,no,no",CSI
1011.0,"no,no,no,no,yes,no,no,no,yes,no",CSI
1011.0,"no,no,no,no,no,no,yes,yes,no,yes",CSI
1011.0,"yes,yes,yes,no,no,no,yes,yes,yes,no",CSI
1011.0,"yes,yes,yes,no,yes,no,no,no,no,no",CSI
1012.0,"no,no,no,no,no,no,no,no,no,no",CSI
1012.0,"no,no,no,no,no,no,yes,yes,no,no",CSI
1012.0,"no,no,no,no,no,no,no,no,no,no",CSI
1012.0,"no,no,no,no,no,yes,yes,no,no,no",CSI
1012.0,"no,no,no,no,no,no,no,no,yes,no",CSI
1012.0,"no,no,no,no,no,no,no,no,no,no",CSI
1012.0,"no,no,no,no,no,no,yes,yes,no,yes",CSI
1012.0,"yes,yes,yes,no,no,no,no,no,no,no",CSI
1012.0,"no,no,no,no,no,no,yes,yes,no,yes",CSI
1012.0,"yes,no,no,no,yes,no,no,no,yes,no",CSI
1012.0,"no,yes,no,yes,no,no,yes,yes,no,no",CSI
1012.0,"yes,yes,yes,no,no,yes,yes,yes,yes,no",CSI
1012.0,"no,no,no,no,no,no,no,no,no,no",CSI
1012.0,"no,no,no,yes,yes,yes,yes,no,yes,no",CSI
1012.0,"no,no,no,no,no,no,no,no,no,no",CSI
1012.0,"no,no,no,no,no,no,no,no,no,no",CSI
1012.0,"no,no,no,no,no,no,no,no,no,no",CSI
1012.0,"no,no,no,no,no,no,no,no,no,no",CSI
1012.0,"no,no,no,no,no,no,no,no,no,no",CSI
1012.0,"no,no,no,yes,yes,yes,no,no,no,yes",CSI
1012.0,"yes,no,no,no,yes,no,yes,no,no,yes",CSI
1012.0,"no,no,no,no,no,no,no,no,no,no",CSI
1012.0,"no,no,no,no,no,no,no,no,no,yes",CSI
1012.0,"yes,yes,yes,yes,no,no,yes,yes,no,no",CSI
1012.0,"no,no,no,no,no,no,no,no,no,no",CSI
1012.0,"no,no,no,no,no,no,no,no,no,no",CSI
1012.0,"no,no,no,no,no,no,no,no,yes,yes",CSI
1012.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1012.0,"yes,no,no,no,no,no,no,no,no,no",CSI
1012.0,"no,no,no,no,no,no,no,no,no,no",CSI
1012.0,"no,no,no,no,no,no,no,no,no,no",CSI
1012.0,"yes,yes,yes,no,yes,yes,yes,yes,yes,yes",CSI
1012.0,"yes,yes,yes,yes,no,yes,yes,yes,yes,yes",CSI
1012.0,"yes,yes,yes,no,no,yes,yes,yes,yes,yes",CSI
1012.0,"yes,yes,yes,yes,yes,no,no,yes,yes,yes",CSI
1012.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1012.0,"yes,yes,yes,yes,yes,no,yes,yes,yes,no",CSI
1012.0,"no,no,no,no,no,no,no,no,yes,no",CSI
1012.0,"no,no,no,yes,no,yes,yes,yes,yes,no",CSI
1012.0,"yes,no,no,yes,no,no,yes,no,no,no",CSI
1012.0,"no,no,no,yes,no,no,no,no,no,no",CSI
1012.0,"no,no,no,no,no,no,no,no,no,no",CSI
1012.0,"no,no,yes,no,no,no,no,no,no,no",CSI
1012.0,"no,no,no,no,yes,no,no,no,no,no",CSI
1012.0,"no,no,no,no,no,no,yes,yes,no,no",CSI
1012.0,"yes,yes,yes,yes,yes,yes,yes,yes,no,no",CSI
1012.0,"no,no,no,no,no,no,no,no,no,no",CSI
1012.0,"no,no,no,no,no,no,yes,no,no,yes",CSI
1012.0,"no,yes,yes,yes,yes,yes,yes,no,no,no",CSI
1012.0,"yes,yes,no,no,yes,yes,yes,yes,yes,yes",CSI
1012.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,no",CSI
1012.0,"no,no,no,no,no,no,no,no,no,no",CSI
1012.0,"no,no,no,no,yes,yes,yes,no,no,no",CSI
1012.0,"no,yes,yes,no,no,no,no,no,yes,no",CSI
1012.0,"no,no,no,no,no,no,no,no,no,yes",CSI
1013.0,"no,no,no,yes,no,no,no,no,no,no",CSI
1013.0,"no,no,no,no,no,no,no,no,no,no",CSI
1013.0,"no,no,no,no,yes,no,no,no,no,no",CSI
1013.0,"yes,no,no,no,no,no,yes,yes,yes,yes",CSI
1013.0,"yes,no,no,no,no,no,no,no,no,no",CSI
1013.0,"no,no,no,no,no,no,no,no,no,no",CSI
1013.0,"no,no,no,no,no,no,no,yes,no,yes",CSI
1013.0,"no,no,no,no,no,no,no,no,no,no",CSI
1013.0,"no,no,yes,no,no,no,no,no,no,no",CSI
1013.0,"no,no,yes,no,no,yes,no,yes,no,yes",CSI
1013.0,"yes,yes,no,no,yes,no,no,yes,yes,yes",CSI
1013.0,"no,yes,no,no,yes,yes,no,no,no,no",CSI
1013.0,"no,no,no,no,no,no,no,no,no,no",CSI
1013.0,"no,no,no,no,no,no,no,no,no,no",CSI
1013.0,"no,no,no,no,no,no,no,yes,yes,no",CSI
1013.0,"no,yes,yes,yes,no,yes,no,no,yes,no",CSI
1013.0,"yes,no,no,no,no,no,no,no,no,no",CSI
1013.0,"no,yes,yes,yes,no,no,yes,no,yes,yes",CSI
1013.0,"yes,yes,no,yes,yes,no,no,yes,yes,no",CSI
1013.0,"no,yes,yes,yes,yes,yes,yes,yes,no,no",CSI
1013.0,"no,yes,yes,yes,no,no,no,no,no,no",CSI
1013.0,"no,no,no,no,no,no,no,no,no,no",CSI
1013.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1013.0,"yes,yes,yes,no,yes,yes,yes,yes,no,yes",CSI
1013.0,"no,no,no,no,no,no,yes,no,yes,no",CSI
1013.0,"yes,no,no,yes,no,no,no,yes,no,no",CSI
1013.0,"no,no,no,no,no,no,no,no,no,no",CSI
1013.0,"no,no,no,no,no,no,no,no,no,no",CSI
1013.0,"no,no,no,no,no,no,no,no,no,no",CSI
1013.0,"no,no,no,no,no,no,no,no,no,no",CSI
1013.0,"no,no,no,no,no,no,no,no,no,yes",CSI
1013.0,"yes,yes,yes,no,yes,yes,yes,yes,yes,yes",CSI
1013.0,"no,no,no,no,no,no,yes,no,no,no",CSI
1013.0,"no,no,no,no,no,no,no,no,no,no",CSI
1013.0,"no,no,no,no,no,no,no,no,no,no",CSI
1013.0,"no,no,no,no,no,no,no,no,no,no",CSI
1013.0,"no,no,no,no,yes,yes,no,no,no,no",CSI
1013.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1013.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1013.0,"yes,no,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1013.0,"yes,yes,yes,yes,yes,yes,yes,no,yes,yes",CSI
1013.0,"yes,yes,yes,yes,yes,yes,yes,yes,no,yes",CSI
1013.0,"no,no,yes,no,yes,yes,no,no,no,no",CSI
1013.0,"no,no,no,no,yes,yes,no,yes,no,no",CSI
1013.0,"no,no,yes,yes,no,no,yes,no,no,yes",CSI
1013.0,"yes,yes,yes,yes,yes,yes,yes,yes,no,no",CSI
1013.0,"yes,no,no,no,yes,yes,yes,yes,yes,no",CSI
1013.0,"no,no,no,no,no,no,yes,yes,yes,yes",CSI
1013.0,"no,yes,no,yes,yes,yes,yes,yes,yes,no",CSI
1013.0,"yes,yes,yes,no,no,no,no,no,no,no",CSI
1013.0,"yes,yes,yes,yes,no,yes,yes,yes,yes,yes",CSI
1013.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,yes",CSI
1013.0,"yes,yes,yes,yes,yes,yes,yes,yes,yes,no",CSI
1013.0,"yes,yes,no,no,no,yes,yes,yes,no,no",CSI
1013.0,"no,no,yes,yes,yes,yes,yes,no,no,no",CSI
1013.0,"no,no,no,no,no,no,no,no,no,no",CSI
1013.0,"no,no,no,no,no,no,no,no,no,no",CSI
1013.0,"no,no,no,no,no,no,no,no,no,yes",CSI
1014.0,"no,no,no,no,yes,yes,yes,no,no,yes",CSI
1014.0,"no,yes,no,yes,yes,no,no,no,no,no",CSI
1014.0,"no,no,no,no,no,no,yes,no,yes,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,yes",CSI
1014.0,"yes,yes,no,no,no,no,yes,yes,yes,no",CSI
1014.0,"no,no,no,no,no,no,no,no,no,no",CSI
1014.0,"no,no,no,no,yes,yes,yes,yes,yes,yes",CSI
1014.0,"no,no,no,yes,yes,no,no,no,no,yes",CSI
1014.0,"yes,no,no,no,no,no,no,no,yes,no",CSI
